cod_ibge,municipio,obitos
315390,Raposos,1
315400,Raul Soares,5
315415,Reduto,4
315420,Resende Costa,2
315430,Resplendor,4
315440,Ressaquinha,2
315445,Riachinho,1
315460,Ribeirão das Neves,19
315490,Rio Casca,1
315520,Rio Espera,2
315540,Rio Novo,1
315550,Rio Paranaíba,4
315560,Rio Pardo de Minas,3
315570,Rio Piracicaba,3
315580,Rio Pomba,3
315600,Rio Vermelho,4
315610,Ritápolis,1
315630,Rodeiro,4
315640,Romaria,2
315650,Rubelita,1
315660,Rubim,1
315670,Sabará,25
315680,Sabinópolis,5
315690,Sacramento,6
315700,Salinas,13
315720,Santa Bárbara,6
315725,Santa Bárbara do Leste,5
315730,Santa Bárbara do Tugúrio,2
315737,Santa Cruz de Salinas,3
315760,Santa Fé de Minas,1
315770,Santa Juliana,3
315780,Santa Luzia,12
315790,Santa Margarida,1
315800,Santa Maria de Itabira,3
315820,Santa Maria do Suaçuí,2
315920,Santa Rita de Caldas,2
315935,Santa Rita de Minas,1
315960,Santa Rita do Sapucaí,2
315980,Santa Vitória,6
315850,Santana de Pirapama,1
315890,Santana do Manhuaçu,2
315895,Santana do Paraíso,3
315990,Santo Antônio do Amparo,7
316040,Santo Antônio do Monte,6
316045,Santo Antônio do Retiro,1
316070,Santos Dumont,10
316090,São Brás do Suaçuí,1
316095,São Domingos das Dores,1
316100,São Domingos do Prata,7
316110,São Francisco,5
316140,São Francisco do Glória,1
316170,São Gonçalo do Abaeté,11
316180,São Gonçalo do Pará,5
316190,São Gonçalo do Rio Abaixo,15
316200,São Gonçalo do Sapucaí,2
316210,São Gotardo,2
316225,São João da Lagoa,2
316240,São João da Ponte,2
316245,São João das Missões,1
316250,São João del Rei,25
316255,São João do Manhuaçu,1
316257,São João do Manteninha,1
316260,São João do Oriente,1
316270,São João do Paraíso,1
316280,São João Evangelista,5
316290,São João Nepomuceno,7
316292,São Joaquim de Bicas,1
316294,São José da Barra,1
316300,São José da Safira,2
316310,São José da Varginha,1
316330,São José do Divino,1
316350,São José do Jacuri,2
316360,São José do Mantimento,1
316370,São Lourenço,10
316390,São Pedro da União,1
316400,São Pedro dos Ferros,1
316430,São Roque de Minas,1
316440,São Sebastião da Bela Vista,2
316460,São Sebastião do Oeste,1
316470,São Sebastião do Paraíso,9
316553,Sarzedo,3
316557,Senador Amaral,2
316570,Senador Firmino,1
316580,Senador José Bento,2
316600,Senhora de Oliveira,1
316620,Senhora dos Remédios,1
316680,Serra do Salitre,4
316710,Serro,4
316720,Sete Lagoas,52
316740,Silvianópolis,1
316750,Simão Pereira,2
316760,Simonésia,1
316790,Tabuleiro,3
316800,Taiobeiras,4
316805,Taparuba,1
316840,Tarumirim,2
316860,Teófilo Otoni,66
316870,Timóteo,13
316890,Tiros,3
316900,Tocantins,3
316930,Três Corações,24
316935,Três Marias,4
316940,Três Pontas,7
316950,Tumiritinga,2
316960,Tupaciguara,8
316970,Turmalina,7
316990,Ubá,44
317005,Ubaporanga,4
317010,Uberaba,70
317020,Uberlândia,130
317040,Unaí,21
317050,Urucânia,2
317052,Urucuia,2
317057,Vargem Alegre,1
317070,Varginha,28
317075,Varjão de Minas,4
317080,Várzea da Palma,2
317090,Varzelândia,1
317100,Vazante,2
317120,Vespasiano,11
317130,Viçosa,19
317170,Virgínia,1
317180,Virginópolis,5
317200,Visconde do Rio Branco,6
317210,Volta Grande,1
320010,Afonso Cláudio,8
320020,Alegre,5
320030,Alfredo Chaves,2
320035,Alto Rio Novo,1
320040,Anchieta,3
320050,Apiacá,1
320060,Aracruz,22
320070,Atilio Vivacqua,3
320080,Baixo Guandu,9
320090,Barra de São Francisco,26
320100,Boa Esperança,4
320115,Brejetuba,3
320120,Cachoeiro de Itapemirim,77
320130,Cariacica,32
320140,Castelo,3
320150,Colatina,39
320160,Conceição da Barra,8
320170,Conceição do Castelo,3
320190,Domingos Martins,6
320210,Ecoporanga,5
320220,Fundão,4
320225,Governador Lindenberg,2
320230,Guaçuí,5
320240,Guarapari,26
320245,Ibatiba,18
320250,Ibiraçu,8
320255,Ibitirama,4
320260,Iconha,4
320265,Irupi,2
320270,Itaguaçu,3
320280,Itapemirim,15
320290,Itarana,2
320300,Iúna,10
320305,Jaguaré,9
320310,Jerônimo Monteiro,1
320313,João Neiva,6
320316,Laranja da Terra,2
320320,Linhares,30
320330,Mantenópolis,6
320332,Marataízes,2
320334,Marechal Floriano,2
320335,Marilândia,5
320340,Mimoso do Sul,12
320350,Montanha,11
320360,Mucurici,1
320370,Muniz Freire,1
320390,Nova Venécia,19
320400,Pancas,1
320405,Pedro Canário,3
320410,Pinheiros,3
320420,Piúma,6
320425,Ponto Belo,1
320430,Presidente Kennedy,7
320435,Rio Bananal,5
320440,Rio Novo do Sul,5
320450,Santa Leopoldina,1
320455,Santa Maria de Jetibá,10
320460,Santa Teresa,4
320465,São Domingos do Norte,3
320470,São Gabriel da Palha,8
320480,São José do Calçado,2
320490,São Mateus,66
320495,São Roque do Canaã,3
320500,Serra,78
320501,Sooretama,10
320503,Vargem Alta,6
320506,Venda Nova do Imigrante,12
320510,Viana,20
320515,Vila Pavão,1
320517,Vila Valério,2
320520,Vila Velha,16
320530,Vitória,103
330010,Angra dos Reis,21
330015,Aperibé,4
330020,Araruama,18
330022,Areal,2
330023,Armação dos Búzios,1
330025,Arraial do Cabo,6
330030,Barra do Piraí,15
330040,Barra Mansa,24
330045,Belford Roxo,12
330050,Bom Jardim,6
330060,Bom Jesus do Itabapoana,3
330070,Cabo Frio,26
330080,Cachoeiras de Macacu,15
330090,Cambuci,2
330100,Campos dos Goytacazes,163
330110,Cantagalo,6
330093,Carapebus,4
330115,Cardoso Moreira,4
330120,Carmo,6
330130,Casimiro de Abreu,6
330095,Comendador Levy Gasparian,2
330150,Cordeiro,1
330160,Duas Barras,2
330170,Duque de Caxias,30
330180,Engenheiro Paulo de Frontin,2
330185,Guapimirim,19
330187,Iguaba Grande,2
330190,Itaboraí,35
330200,Itaguaí,22
330205,Italva,3
330210,Itaocara,5
330220,Itaperuna,38
330225,Itatiaia,5
330227,Japeri,6
330230,Laje do Muriaé,2
330240,Macaé,32
330250,Magé,9
330260,Mangaratiba,16
330270,Maricá,35
330280,Mendes,3
330285,Mesquita,7
330290,Miguel Pereira,3
330300,Miracema,2
330310,Natividade,6
330320,Nilópolis,8
330330,Niterói,72
330340,Nova Friburgo,31
330350,Nova Iguaçu,158
330360,Paracambi,7
330370,Paraíba do Sul,6
330380,Paraty,10
330385,Paty do Alferes,2
330390,Petrópolis,51
330395,Pinheiral,2
330400,Piraí,11
330410,Porciúncula,8
330411,Porto Real,1
330412,Quatis,2
330414,Queimados,18
330415,Quissamã,5
330420,Resende,24
330430,Rio Bonito,12
330440,Rio Claro,2
330452,Rio das Ostras,12
330455,Rio de Janeiro,756
330470,Santo Antônio de Pádua,18
330480,São Fidélis,10
330475,São Francisco de Itabapoana,12
330490,São Gonçalo,197
330500,São João da Barra,11
330510,São João de Meriti,13
330513,São José de Ubá,2
330515,São José do Vale do Rio Preto,1
330520,São Pedro da Aldeia,22
330530,São Sebastião do Alto,5
330540,Sapucaia,2
330550,Saquarema,8
330555,Seropédica,9
330560,Silva Jardim,9
330570,Sumidouro,1
330575,Tanguá,2
330580,Teresópolis,56
330590,Trajano de Moraes,1
330600,Três Rios,21
330610,Valença,5
330615,Varre-Sai,2
330620,Vassouras,20
330630,Volta Redonda,29
350010,Adamantina,5
350020,Adolfo,1
350030,Aguaí,6
350050,Águas de Lindóia,3
350055,Águas de Santa Bárbara,1
350070,Agudos,4
350075,Alambari,2
350100,Altinópolis,5
350110,Alto Alegre,1
350115,Alumínio,1
350120,Álvares Florence,1
350130,Álvares Machado,5
350160,Americana,30
350170,Américo Brasiliense,1
350190,Amparo,21
350210,Andradina,9
350220,Angatuba,5
350230,Anhembi,1
350250,Aparecida,5
350260,Aparecida d'Oeste,1
350270,Apiaí,7
350275,Araçariguama,3
350280,Araçatuba,48
350290,Araçoiaba da Serra,7
350315,Arapeí,1
350320,Araraquara,47
350330,Araras,15
350340,Arealva,4
350360,Areiópolis,4
350370,Ariranha,1
350380,Artur Nogueira,6
350390,Arujá,9
350400,Assis,19
350410,Atibaia,28
350420,Auriflama,2
350450,Avaré,24
350460,Bady Bassitt,4
350480,Bálsamo,4
350500,Barão de Antonina,1
350510,Barbosa,2
350520,Bariri,1
350530,Barra Bonita,2
350535,Barra do Chapéu,2
350540,Barra do Turvo,7
350550,Barretos,33
350570,Barueri,25
350580,Bastos,2
350590,Batatais,8
350600,Bauru,68
350610,Bebedouro,9
350630,Bernardino de Campos,2
350635,Bertioga,33
350640,Bilac,1
350650,Birigui,15
350660,Biritiba-Mirim,1
350670,Boa Esperança do Sul,2
350690,Bofete,1
350700,Boituva,11
350710,Bom Jesus dos Perdões,5
350740,Borborema,4
350750,Botucatu,47
350760,Bragança Paulista,48
350780,Brodowski,1
350790,Brotas,4
350800,Buri,4
350810,Buritama,4
350820,Buritizal,1
350840,Cabreúva,3
350850,Caçapava,15
350860,Cachoeira Paulista,1
350870,Caconde,1
350880,Cafelândia,2
350890,Caiabu,1
350900,Caieiras,6
350920,Cajamar,13
350925,Cajati,7
350930,Cajobi,2
350940,Cajuru,2
350945,Campina do Monte Alegre,3
350950,Campinas,173
350960,Campo Limpo Paulista,8
350970,Campos do Jordão,1
350995,Canas,1
351000,Cândido Mota,2
351015,Canitar,1
351020,Capão Bonito,8
351030,Capela do Alto,3
351040,Capivari,13
351050,Caraguatatuba,9
351060,Carapicuíba,30
351070,Cardoso,1
351080,Casa Branca,5
351110,Catanduva,41
351120,Catiguá,3
351130,Cedral,3
351140,Cerqueira César,2
351150,Cerquilho,6
351160,Cesário Lange,2
351170,Charqueada,2
351190,Clementina,3
351200,Colina,1
351210,Colômbia,5
351220,Conchal,1
351230,Conchas,3
351240,Cordeirópolis,6
351250,Coroados,2
351260,Coronel Macedo,1
351270,Corumbataí,1
351280,Cosmópolis,2
351290,Cosmorama,5
351300,Cotia,21
351310,Cravinhos,4
351320,Cristais Paulista,3
351330,Cruzália,2
351340,Cruzeiro,14
351350,Cubatão,19
351360,Cunha,5
351370,Descalvado,6
351380,Diadema,37
351390,Divinolândia,2
351430,Dourado,1
351440,Dracena,7
351450,Duartina,4
351460,Dumont,2
351470,Echaporã,2
351480,Eldorado,1
351490,Elias Fausto,2
351500,Embu das Artes,13
351515,Engenheiro Coelho,3
351518,Espírito Santo do Pinhal,1
355730,Estiva Gerbi,1
351530,Estrela do Norte,2
351535,Euclides da Cunha Paulista,3
351540,Fartura,10
351550,Fernandópolis,11
351570,Ferraz de Vasconcelos,11
351580,Flora Rica,1
351590,Floreal,3
351620,Franca,56
351630,Francisco Morato,11
351640,Franco da Rocha,31
351660,Gália,2
351670,Garça,4
351680,Gastão Vidigal,2
351685,Gavião Peixoto,5
351690,General Salgado,1
351700,Getulina,1
351710,Glicério,1
351730,Guaimbê,2
351740,Guaíra,3
351750,Guapiaçu,2
351760,Guapiara,2
351770,Guará,2
351800,Guarani d'Oeste,1
351810,Guarantã,1
351820,Guararapes,5
351830,Guararema,1
351840,Guaratinguetá,23
351850,Guareí,1
351860,Guariba,7
351870,Guarujá,56
351880,Guarulhos,139
351885,Guatapará,1
351890,Guzolândia,2
351900,Herculândia,2
351905,Holambra,1
351907,Hortolândia,21
351910,Iacanga,2
351925,Iaras,2
351930,Ibaté,5
351940,Ibirá,3
351960,Ibitinga,4
351970,Ibiúna,14
351980,Icém,1
352010,Igarapava,1
352020,Igaratá,1
352030,Iguape,8
352042,Ilha Comprida,3
352044,Ilha Solteira,4
352040,Ilhabela,2
352050,Indaiatuba,24
352090,Ipaussu,4
352100,Iperó,1
352110,Ipeúna,5
352130,Ipuã,1
352140,Iracemápolis,1
352150,Irapuã,2
352160,Irapuru,1
352170,Itaberá,6
352180,Itaí,6
352190,Itajobi,4
352210,Itanhaém,18
352220,Itapecerica da Serra,21
352230,Itapetininga,29
352240,Itapeva,28
352250,Itapevi,15
352260,Itapira,19
352270,Itápolis,6
352280,Itaporanga,3
352290,Itapuí,1
352310,Itaquaquecetuba,39
352320,Itararé,5
352330,Itariri,6
352340,Itatiba,17
352350,Itatinga,3
352360,Itirapina,6
352380,Itobi,2
352390,Itu,33
352400,Itupeva,5
352410,Ituverava,9
352430,Jaboticabal,10
352440,Jacareí,40
352450,Jaci,1
352460,Jacupiranga,4
352470,Jaguariúna,10
352480,Jales,7
352500,Jandira,4
352510,Jardinópolis,8
352520,Jarinu,3
352530,Jaú,40
352550,Joanópolis,2
352570,José Bonifácio,6
352580,Júlio Mesquita,3
352585,Jumirim,1
352590,Jundiaí,106
352600,Junqueirópolis,2
352610,Juquiá,4
352620,Juquitiba,6
352640,Laranjal Paulista,2
352650,Lavínia,4
352670,Leme,12
352680,Lençóis Paulista,5
352690,Limeira,66
352700,Lindóia,2
352710,Lins,15
352720,Lorena,18
352725,Lourdes,1
352730,Louveira,4
352760,Luís Antônio,1
352790,Lutécia,1
352800,Macatuba,3
352820,Macedônia,2
352840,Mairinque,8
352850,Mairiporã,9
352880,Maracaí,1
352890,Mariápolis,1
352900,Marília,36
352920,Martinópolis,5
352930,Matão,12
352940,Mauá,14
352950,Mendonça,5
352960,Meridiano,1
352965,Mesópolis,2
352970,Miguelópolis,4
352990,Miracatu,12
353010,Mirandópolis,1
353020,Mirante do Paranapanema,5
353030,Mirassol,7
353040,Mirassolândia,1
353050,Mococa,16
353060,Mogi das Cruzes,89
353070,Mogi Guaçu,42
353080,Mogi Mirim,21
353110,Mongaguá,8
353130,Monte Alto,6
353140,Monte Aprazível,6
353150,Monte Azul Paulista,4
353180,Monte Mor,4
353190,Morro Agudo,3
353200,Morungaba,5
353230,Natividade da Serra,1
353240,Nazaré Paulista,3
353250,Neves Paulista,3
353260,Nhandeara,3
353270,Nipoã,4
353280,Nova Aliança,1
353290,Nova Europa,2
353300,Nova Granada,5
353340,Nova Odessa,5
353350,Novo Horizonte,6
353360,Nuporanga,1
353390,Olímpia,8
353400,Onda Verde,2
353410,Oriente,2
353430,Orlândia,8
353440,Osasco,81
353450,Oscar Bressane,3
353460,Osvaldo Cruz,1
353470,Ourinhos,20
353475,Ouroeste,2
353500,Palestina,3
353510,Palmares Paulista,3
353520,Palmeira d'Oeste,2
353530,Palmital,2
353540,Panorama,2
353550,Paraguaçu Paulista,10
353560,Paraibuna,2
353570,Paraíso,3
353580,Paranapanema,3
353590,Paranapuã,1
353600,Parapuã,1
353610,Pardinho,1
353620,Pariquera-Açu,24
353625,Parisi,1
353630,Patrocínio Paulista,2
353640,Paulicéia,2
353650,Paulínia,7
353660,Paulo de Faria,1
353670,Pederneiras,3
353680,Pedra Bela,2
353700,Pedregulho,2
353710,Pedreira,4
353715,Pedrinhas Paulista,1
353720,Pedro de Toledo,3
353730,Penápolis,9
353740,Pereira Barreto,1
353750,Pereiras,4
353760,Peruíbe,5
353780,Piedade,5
353790,Pilar do Sul,10
353800,Pindamonhangaba,25
353810,Pindorama,2
353820,Pinhalzinho,5
353850,Piquete,1
353860,Piracaia,6
353870,Piracicaba,55
353880,Piraju,2
353890,Pirajuí,1
353900,Pirangi,3
353910,Pirapora do Bom Jesus,3
353920,Pirapozinho,1
353930,Pirassununga,10
353940,Piratininga,3
353950,Pitangueiras,5
353960,Planalto,1
353980,Poá,2
353990,Poloni,2
354000,Pompéia,5
354010,Pongaí,1
354020,Pontal,5
354030,Pontes Gestal,1
354050,Porangaba,5
354060,Porto Feliz,5
354070,Porto Ferreira,7
354080,Potirendaba,2
354090,Pradópolis,2
354100,Praia Grande,41
354105,Pratânia,1
354120,Presidente Bernardes,1
354130,Presidente Epitácio,10
354140,Presidente Prudente,29
354150,Presidente Venceslau,4
354160,Promissão,8
354165,Quadra,3
354190,Queluz,4
354200,Quintana,2
354210,Rafard,1
354220,Rancharia,2
354250,Reginópolis,1
354260,Registro,9
354280,Ribeira,1
354290,Ribeirão Bonito,2
354300,Ribeirão Branco,4
354330,Ribeirão Pires,10
354340,Ribeirão Preto,108
354360,Rifaina,2
354370,Rincão,1
354380,Rinópolis,1
354390,Rio Claro,29
354400,Rio das Pedras,7
354425,Rosana,4
354430,Roseira,2
354470,Sagres,1
354490,Sales Oliveira,3
354500,Salesópolis,2
354515,Saltinho,1
354520,Salto,16
354530,Salto de Pirapora,8
354540,Salto Grande,3
354550,Sandovalina,1
354560,Santa Adélia,2
354580,Santa Bárbara d'Oeste,19
354625,Santa Cruz da Esperança,1
354630,Santa Cruz das Palmeiras,3
354640,Santa Cruz do Rio Pardo,10
354660,Santa Fé do Sul,4
354670,Santa Gertrudes,1
354680,Santa Isabel,8
354690,Santa Lúcia,2
354700,Santa Maria da Serra,1
354710,Santa Mercedes,3
354750,Santa Rita do Passa Quatro,4
354730,Santana de Parnaíba,13
354770,Santo Anastácio,5
354780,Santo André,60
354790,Santo Antônio da Alegria,2
354800,Santo Antônio de Posse,2
354810,Santo Antônio do Jardim,11
354840,Santópolis do Aguapeí,4
354850,Santos,73
354860,São Bento do Sapucaí,2
354870,São Bernardo do Campo,56
354880,São Caetano do Sul,7
354890,São Carlos,31
354910,São João da Boa Vista,16
354940,São Joaquim da Barra,10
354950,São José da Bela Vista,3
354960,São José do Barreiro,2
354970,São José do Rio Pardo,9
354980,São José do Rio Preto,110
354990,São José dos Campos,93
354995,São Lourenço da Serra,6
355000,São Luís do Paraitinga,1
355010,São Manuel,13
355020,São Miguel Arcanjo,5
355030,São Paulo,962
355040,São Pedro,13
355050,São Pedro do Turvo,1
355060,São Roque,10
355070,São Sebastião,13
355090,São Simão,4
355100,São Vicente,39
355120,Sarutaiá,1
355140,Serra Azul,4
355160,Serra Negra,8
355150,Serrana,5
355170,Sertãozinho,15
355180,Sete Barras,2
355200,Silveiras,6
355210,Socorro,8
355220,Sorocaba,136
355240,Sumaré,52
355250,Suzano,21
355260,Tabapuã,1
355270,Tabatinga,2
355280,Taboão da Serra,16
355290,Taciba,1
355320,Taiúva,1
355330,Tambaú,2
355340,Tanabi,2
355350,Tapiraí,3
355360,Tapiratiba,2
355365,Taquaral,1
355370,Taquaritinga,18
355380,Taquarituba,8
355390,Tarabai,1
355400,Tatuí,25
355410,Taubaté,35
355420,Tejupá,1
355430,Teodoro Sampaio,6
355450,Tietê,6
355470,Torrinha,3
355480,Tremembé,6
355490,Três Fronteiras,4
355495,Tuiuti,1
355500,Tupã,14
355510,Tupi Paulista,2
355520,Turiúba,1
355530,Turmalina,2
355535,Ubarana,4
355540,Ubatuba,15
355550,Ubirajara,1
355560,Uchoa,2
355580,Urânia,2
355590,Uru,1
355600,Urupês,5
355610,Valentim Gentil,1
355620,Valinhos,11
355630,Valparaíso,2
355635,Vargem,2
355640,Vargem Grande do Sul,2
355645,Vargem Grande Paulista,5
355650,Várzea Paulista,2
355670,Vinhedo,3
355680,Viradouro,1
355690,Vista Alegre do Alto,3
355700,Votorantim,3
355710,Votuporanga,13
355715,Zacarias,1
410030,Agudos do Sul,3
410040,Almirante Tamandaré,9
410045,Altamira do Paraná,1
410060,Alto Paraná,5
410050,Altônia,1
410080,Alvorada do Sul,13
410100,Ampére,6
410105,Anahy,1
410110,Andirá,4
410120,Antonina,2
410130,Antônio Olinto,2
410140,Apucarana,27
410150,Arapongas,39
410160,Arapoti,12
410165,Arapuã,1
410170,Araruna,4
410180,Araucária,27
410200,Assis Chateaubriand,12
410210,Astorga,6
410230,Balsa Nova,3
410240,Bandeirantes,12
410270,Barra do Jacaré,1
410260,Barracão,1
410275,Bela Vista da Caroba,1
410280,Bela Vista do Paraíso,4
410304,Boa Ventura de São Roque,1
410310,Bocaiúva do Sul,2
410315,Bom Jesus do Sul,4
410320,Bom Sucesso,3
410322,Bom Sucesso do Sul,1
410330,Borrazópolis,1
410337,Brasilândia do Sul,5
410340,Cafeara,1
410345,Cafelândia,2
410347,Cafezal do Sul,24
410350,Califórnia,5
410360,Cambará,4
410370,Cambé,15
410390,Campina da Lagoa,1
410400,Campina Grande do Sul,21
410405,Campo Bonito,3
410410,Campo do Tenente,1
410420,Campo Largo,46
410425,Campo Magro,2
410430,Campo Mourão,62
410440,Cândido de Abreu,3
410442,Candói,14
410445,Cantagalo,2
410450,Capanema,8
410460,Capitão Leônidas Marques,9
410465,Carambeí,5
410470,Carlópolis,3
410480,Cascavel,83
410490,Castro,11
410500,Catanduvas,4
410510,Centenário do Sul,3
410520,Cerro Azul,2
410530,Céu Azul,3
410540,Chopinzinho,6
410550,Cianorte,39
410560,Cidade Gaúcha,2
410570,Clevelândia,5
410580,Colombo,16
410590,Colorado,9
410600,Congonhinhas,4
410610,Conselheiro Mairinck,2
410620,Contenda,2
410630,Corbélia,12
410640,Cornélio Procópio,13
410650,Coronel Vivida,9
410680,Cruz Machado,1
410660,Cruzeiro do Oeste,6
410685,Cruzmaltina,2
410690,Curitiba,267
410700,Curiúva,5
410720,Dois Vizinhos,8
410725,Douradina,2
410730,Doutor Camargo,3
410740,Enéas Marques,6
410750,Engenheiro Beltrão,13
410753,Entre Rios do Oeste,3
410760,Faxinal,4
410765,Fazenda Rio Grande,9
410770,Fênix,2
410773,Fernandes Pinheiro,3
410775,Figueira,3
410785,Flor da Serra do Sul,1
410780,Floraí,1
410790,Floresta,1
410800,Florestópolis,2
410810,Flórida,2
410820,Formosa do Oeste,1
410830,Foz do Iguaçu,45
410845,Foz do Jordão,4
410832,Francisco Alves,4
410840,Francisco Beltrão,47
410850,General Carneiro,9
410860,Goioerê,7
410865,Goioxim,1
410870,Grandes Rios,1
410880,Guaíra,5
410895,Guamiranga,2
410900,Guapirama,3
410920,Guaraci,1
410930,Guaraniaçu,12
410940,Guarapuava,72
410960,Guaratuba,15
410970,Ibaiti,6
410975,Ibema,2
410980,Ibiporã,7
410990,Icaraíma,1
411000,Iguaraçu,3
411007,Imbaú,7
411010,Imbituva,17
411020,Inácio Martins,2
411040,Indianópolis,1
411060,Iporã,5
411065,Iracema do Oeste,4
411070,Irati,15
411080,Iretama,4
411090,Itaguajé,1
411095,Itaipulândia,2
411100,Itambaracá,1
411120,Itapejara d'Oeste,3
411125,Itaperuçu,2
411140,Ivaí,3
411150,Ivaiporã,20
411180,Jacarezinho,21
411190,Jaguapitã,9
411200,Jaguariaíva,6
411210,Jandaia do Sul,6
411220,Janiópolis,3
411230,Japira,1
411240,Japurá,2
411250,Jardim Alegre,5
411260,Jardim Olinda,1
411270,Jataizinho,4
411275,Jesuítas,1
411280,Joaquim Távora,4
411300,Jussara,2
411320,Lapa,13
411325,Laranjal,1
411330,Laranjeiras do Sul,9
411345,Lindoeste,1
411350,Loanda,9
411360,Lobato,1
411370,Londrina,160
411373,Luiziana,1
411380,Lupionópolis,4
411400,Mamborê,10
411410,Mandaguaçu,3
411420,Mandaguari,3
411430,Mandirituba,9
411440,Mangueirinha,8
411450,Manoel Ribas,9
411460,Marechal Cândido Rondon,11
411480,Marialva,7
411490,Marilândia do Sul,4
411520,Maringá,104
411535,Maripá,4
411540,Marmeleiro,4
411545,Marquinho,2
411550,Marumbi,2
411560,Matelândia,4
411570,Matinhos,4
411575,Mauá da Serra,2
411580,Medianeira,12
411585,Mercedes,6
411605,Missal,3
411610,Moreira Sales,3
411620,Morretes,14
411670,Nova Aurora,3
411680,Nova Cantu,1
411690,Nova Esperança,4
411695,Nova Esperança do Sudoeste,1
411700,Nova Fátima,1
411705,Nova Laranjeiras,11
411710,Nova Londrina,3
411720,Nova Olímpia,1
411725,Nova Prata do Iguaçu,4
411721,Nova Santa Bárbara,1
411722,Nova Santa Rosa,3
411727,Nova Tebas,4
411729,Novo Itacolomi,1
411730,Ortigueira,20
411740,Ourizona,1
411745,Ouro Verde do Oeste,2
411750,Paiçandu,4
411760,Palmas,21
411770,Palmeira,26
411780,Palmital,4
411790,Palotina,8
411800,Paraíso do Norte,3
411810,Paranacity,2
411820,Paranaguá,42
411840,Paranavaí,28
411845,Pato Bragado,1
411850,Pato Branco,35
411860,Paula Freitas,3
411870,Paulo Frontin,2
411880,Peabiru,7
411885,Perobal,1
411890,Pérola,2
411900,Pérola d'Oeste,1
411910,Piên,1
411915,Pinhais,4
411925,Pinhal de São Bento,1
411930,Pinhão,6
411940,Piraí do Sul,12
411950,Piraquara,6
411960,Pitanga,9
411990,Ponta Grossa,80
411995,Pontal do Paraná,2
412000,Porecatu,3
412010,Porto Amazonas,1
412015,Porto Barreiro,1
412020,Porto Rico,2
412030,Porto Vitória,2
412033,Prado Ferreira,1
412035,Pranchita,3
412040,Presidente Castelo Branco,3
412060,Prudentópolis,13
412065,Quarto Centenário,2
412070,Quatiguá,7
412080,Quatro Barras,2
412085,Quatro Pontes,1
412090,Quedas do Iguaçu,9
412100,Querência do Norte,2
412120,Quitandinha,4
412140,Realeza,11
412160,Renascença,3
412170,Reserva,5
412175,Reserva do Iguaçu,2
412180,Ribeirão Claro,2
412190,Ribeirão do Pinhal,5
412200,Rio Azul,5
412215,Rio Bonito do Iguaçu,5
412217,Rio Branco do Ivaí,1
412220,Rio Branco do Sul,6
412230,Rio Negro,5
412240,Rolândia,8
412250,Roncador,1
412260,Rondon,1
412265,Rosário do Ivaí,4
412300,Salto do Lontra,5
412330,Santa Cruz de Monte Castelo,2
412340,Santa Fé,5
412350,Santa Helena,5
412370,Santa Isabel do Ivaí,1
412380,Santa Izabel do Oeste,4
412382,Santa Lúcia,3
412385,Santa Maria do Oeste,3
412390,Santa Mariana,4
412395,Santa Mônica,1
412402,Santa Tereza do Oeste,2
412405,Santa Terezinha de Itaipu,6
412410,Santo Antônio da Platina,11
412420,Santo Antônio do Caiuá,1
412430,Santo Antônio do Paraíso,1
412440,Santo Antônio do Sudoeste,6
412460,São Carlos do Ivaí,2
412470,São Jerônimo da Serra,4
412480,São João,3
412490,São João do Caiuá,1
412500,São João do Ivaí,5
412510,São João do Triunfo,1
412530,São Jorge do Ivaí,3
412535,São Jorge do Patrocínio,1
412545,São José das Palmeiras,1
412550,São José dos Pinhais,53
412560,São Mateus do Sul,18
412570,São Miguel do Iguaçu,9
412580,São Pedro do Ivaí,1
412590,São Pedro do Paraná,1
412600,São Sebastião da Amoreira,1
412620,Sapopema,2
412625,Sarandi,23
412627,Saudade do Iguaçu,1
412630,Sengés,4
412635,Serranópolis do Iguaçu,1
412640,Sertaneja,3
412650,Sertanópolis,4
412660,Siqueira Campos,6
412667,Tamarana,3
412670,Tamboara,1
412680,Tapejara,7
412700,Teixeira Soares,3
412710,Telêmaco Borba,20
412720,Terra Boa,5
412730,Terra Rica,1
412740,Terra Roxa,6
412750,Tibagi,17
412760,Tijucas do Sul,13
412770,Toledo,55
412780,Tomazina,1
412785,Três Barras do Paraná,3
412788,Tunas do Paraná,1
412790,Tuneiras do Oeste,6
412795,Tupãssi,2
412796,Turvo,3
412800,Ubiratã,6
412810,Umuarama,42
412820,União da Vitória,9
412830,Uniflor,1
412840,Uraí,3
412853,Ventania,9
412865,Virmond,3
412850,Wenceslau Braz,11
420010,Abelardo Luz,4
420020,Agrolândia,1
420030,Agronômica,3
420040,Água Doce,10
420050,Águas de Chapecó,3
420060,Águas Mornas,8
420070,Alfredo Wagner,6
420080,Anchieta,1
420100,Anita Garibaldi,1
420110,Anitápolis,2
420125,Apiúna,5
420130,Araquari,23
420140,Araranguá,10
420165,Arvoredo,1
420170,Ascurra,1
420190,Aurora,1
420200,Balneário Camboriú,27
421280,Balneário Piçarras,5
420210,Barra Velha,5
420220,Benedito Novo,2
420230,Biguaçu,13
420240,Blumenau,57
420243,Bocaina do Sul,7
420250,Bom Jardim da Serra,1
420257,Bom Jesus do Oeste,1
420260,Bom Retiro,2
420280,Braço do Norte,9
420287,Brunópolis,3
420290,Brusque,25
420300,Caçador,18
